RegionID,RegionName,City,State,Metro,CountyName,SizeRank,PriceToRentRatio
96208,90706,Bellflower,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,229,17.76
78975,48103,Ann Arbor,MI,Ann Arbor,Washtenaw,230,15.58
70842,30062,Marietta,GA,Atlanta,Cobb,231,14.57
72488,33186,The Crossings,FL,Miami-Fort Lauderdale,Miami-Dade,232,12.74
70835,30052,Loganville,GA,Atlanta,Gwinnett,233,11.94
70826,30041,Cumming,GA,Atlanta,Forsyth,234,14.89
90769,75217,Dallas,TX,Dallas-Fort Worth,Dallas,235,7.47
72350,33012,Hialeah,FL,Miami-Fort Lauderdale,Miami-Dade,236,10.97
71050,30331,Atlanta,GA,Atlanta,Fulton,237,9.83
62084,11372,New York,NY,New York,Queens,238,23.95
71902,32256,Jacksonville,FL,Jacksonville,Duval,239,11.37
73183,34711,Clermont,FL,Orlando,Lake,240,14.01
69533,27834,Greenville,NC,Greenville,Pitt,241,8.91
96816,92335,Fontana,CA,Riverside,San Bernardino,242,15.71
74187,37130,Murfreesboro,TN,Nashville,Rutherford,243,13.48
67722,23454,Virginia Beach,VA,Virginia Beach,Virginia Beach City,244,14.72
74815,38401,Columbia,TN,Nashville,Maury,245,12.29
96590,92021,El Cajon,CA,San Diego,San Diego,246,17.02
79044,48185,Westland,MI,Detroit,Wayne,247,10.94
97118,93065,Simi Valley,CA,Ventura,Ventura,248,17.73
96368,91342,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,249,16.19
77030,44130,Parma Heights,OH,Cleveland,Cuyahoga,250,9.84
98411,95747,Roseville,CA,Sacramento,Placer,251,18.07
71871,32218,Jacksonville,FL,Jacksonville,Duval,252,11.86
97991,95123,San Jose,CA,San Jose,Santa Clara,253,25.94
76471,43026,Hilliard,OH,Columbus,Franklin,254,11.93
66142,20019,Washington,DC,Washington,District of Columbia,255,13.81
67182,22193,Woodbridge,VA,Washington,Prince William,256,14.79
77850,45840,Findlay,OH,Findlay,Hancock,257,13.5
93490,80634,Greeley,CO,Greeley,Weld,258,15.12
58666,2155,Medford,MA,Boston,Middlesex,259,20.3
96959,92627,Costa Mesa,CA,Los Angeles-Long Beach-Anaheim,Orange,260,20.28
95043,85705,Tucson,AZ,Tucson,Pima,261,11.84
66683,20878,Gaithersburg,MD,Washington,Montgomery,262,17.78
70808,30022,Johns Creek,GA,Atlanta,Fulton,263,15.1
69555,27858,Greenville,NC,Greenville,Pitt,264,10.04
67787,23666,Hampton,VA,Virginia Beach,Hampton City,265,12.02
58743,2360,Plymouth,MA,Boston,Plymouth,266,15.55
66125,20001,Washington,DC,Washington,District of Columbia,267,18.88
70294,29072,Lexington,SC,Columbia,Lexington,268,11.45
62029,11218,New York,NY,New York,Kings,269,29.91
72365,33027,Miramar,FL,Miami-Fort Lauderdale,Broward,270,12.19
95785,89052,Henderson,NV,Las Vegas,Clark,271,17.92
95992,90011,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,272,14.68
90759,75206,Dallas,TX,Dallas-Fort Worth,Dallas,273,14.23
62034,11223,New York,NY,New York,Kings,274,34.75
71837,32174,Ormond Beach,FL,Daytona Beach,Volusia,275,12.74
72392,33063,Margate,FL,Miami-Fort Lauderdale,Broward,276,10.02
95315,87121,Albuquerque,NM,Albuquerque,Bernalillo,277,10.73
76796,43701,Zanesville,OH,Zanesville,Muskingum,278,10.65
96006,90025,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,279,20.9
89528,72401,Jonesboro,AR,Jonesboro,Craighead,280,9.91
61635,10021,New York,NY,New York,New York,281,24.73
96008,90027,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,282,26.08
61895,10701,Yonkers,NY,New York,Westchester,283,14.36
83519,58103,Fargo,ND,Fargo,Cass,284,12.63
76983,44077,Painesville,OH,Cleveland,Lake,285,10.37
90638,75035,Frisco,TX,Dallas-Fort Worth,Collin,286,14.44
61200,8831,Monroe,NJ,New York,Middlesex,287,12.89
91731,77082,Houston,TX,Houston,Harris,288,10.32
73233,34953,Port Saint Lucie,FL,Port St. Lucie,Saint Lucie,289,12.27
97751,94544,Hayward,CA,San Francisco,Alameda,290,19.69
65791,19124,Philadelphia,PA,Philadelphia,Philadelphia,291,7.9
92576,78641,Leander,TX,Austin,Williamson,292,12.45
84618,60616,Chicago,IL,Chicago,Cook,293,12.98
99252,97402,Eugene,OR,Eugene,Lane,294,15.64
76595,43228,Columbus,OH,Columbus,Franklin,295,9.83
72532,33313,Lauderhill,FL,Miami-Fort Lauderdale,Broward,296,5.51
90727,75150,Mesquite,TX,Dallas-Fort Worth,Dallas,297,10.18
97952,95051,Santa Clara,CA,San Jose,Santa Clara,298,36.41
66242,20147,Ashburn,VA,Washington,Loudoun,299,16.98
82474,55901,Rochester,MN,Rochester,Olmsted,300,13.55
67720,23452,Virginia Beach,VA,Virginia Beach,Virginia Beach City,301,13.82
96468,91710,Chino,CA,Riverside,San Bernardino,302,18.15
96364,91335,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,303,16.49
73409,35242,Hoover,AL,Birmingham,Jefferson,304,13.59
70904,30127,Powder Springs,GA,Atlanta,Cobb,305,11.97
89249,71913,Hot Springs,AR,Hot Springs,Garland,306,10.98
96221,90731,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,307,18.66
70696,29730,Rock Hill,SC,Charlotte,York,308,10.95
93205,80015,Aurora,CO,Denver,Arapahoe,309,15.33
71878,32225,Jacksonville,FL,Jacksonville,Duval,310,13.65
98378,95687,Vacaville,CA,Vallejo,Solano,311,17.32
69497,27713,Durham,NC,Durham,Durham,312,13.8
92120,77840,College Station,TX,College Station,Brazos,313,10.32
70791,30004,Milton,GA,Atlanta,Fulton,314,15.12
76501,43068,Reynoldsburg,OH,Columbus,Franklin,315,10.46
97328,93550,Palmdale,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,316,12.73
62019,11208,New York,NY,New York,Kings,317,18.66
95819,89123,Las Vegas,NV,Las Vegas,Clark,318,17.09
97717,94509,Antioch,CA,San Francisco,Contra Costa,319,15.51
93449,80525,Fort Collins,CO,Fort Collins,Larimer,320,17.88
92474,78501,McAllen,TX,McAllen,Hidalgo,321,8.67
79398,48823,East Lansing,MI,Lansing,Ingham,322,11.05
85941,63123,Affton,MO,St. Louis,Saint Louis,323,11.15
75755,40601,Frankfort,KY,Frankfort,Franklin,324,10.98
66825,21215,Baltimore,MD,Baltimore,Baltimore City,325,6.68
70496,29464,Mount Pleasant,SC,Charleston,Charleston,326,15.67
84624,60622,Chicago,IL,Chicago,Cook,327,15.14
60594,7087,Union City,NJ,New York,Hudson,328,14.66
72252,32828,Orlando,FL,Orlando,Orange,329,14.12
91706,77057,Houston,TX,Houston,Harris,330,11.17
67719,23451,Virginia Beach,VA,Virginia Beach,Virginia Beach City,331,16.5
67598,23223,Richmond,VA,Richmond,Richmond City,332,11.01
84617,60615,Chicago,IL,Chicago,Cook,333,11
76231,42101,Bowling Green,KY,Bowling Green,Warren,334,11.97
77698,45601,Chillicothe,OH,Chillicothe,Ross,335,10.47
70909,30135,Douglasville,GA,Atlanta,Douglas,336,11.05
69275,27284,Kernersville,NC,Winston-Salem,Forsyth,337,11.55
65933,19446,Lansdale,PA,Philadelphia,Montgomery,338,13.45
63478,14221,Amherst,NY,Buffalo,Erie,339,11.62
99575,98115,Seattle,WA,Seattle,King,340,26.16
84641,60641,Chicago,IL,Chicago,Cook,341,13.38
97576,94122,San Francisco,CA,San Francisco,San Francisco,342,30.25
97435,93727,Fresno,CA,Fresno,Fresno,343,15.15
91261,76116,Fort Worth,TX,Dallas-Fort Worth,Tarrant,344,11.18
66787,21122,Pasadena,MD,Baltimore,Anne Arundel,345,14.27
97319,93536,Lancaster,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,346,13.79
97318,93535,Lancaster,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,347,11.96
94843,85251,Scottsdale,AZ,Phoenix,Maricopa,348,15.76
84504,60453,Oak Lawn,IL,Chicago,Cook,349,10.2
72538,33319,Lauderhill,FL,Miami-Fort Lauderdale,Broward,350,6.85
92345,78249,San Antonio,TX,San Antonio,Bexar,351,11.58
65701,19020,Bensalem,PA,Philadelphia,Bucks,352,13
72540,33321,Tamarac,FL,Miami-Fort Lauderdale,Broward,353,10.29
58710,2301,Brockton,MA,Boston,Plymouth,354,14.26
98413,95758,Elk Grove,CA,Sacramento,Sacramento,355,18.03
84656,60660,Chicago,IL,Chicago,Cook,356,10.45
97222,93306,Bakersfield,CA,Bakersfield,Kern,357,12.94
62036,11225,New York,NY,New York,Kings,358,32.67
89982,73160,Moore,OK,Oklahoma City,Cleveland,359,10.17
63615,14580,Webster,NY,Rochester,Monroe,360,9.05
66043,19720,New Castle,DE,Philadelphia,New Castle,361,11.99
95770,89031,North Las Vegas,NV,Las Vegas,Clark,362,16.46
97189,93257,Porterville,CA,Visalia,Tulare,363,14.2
65787,19120,Philadelphia,PA,Philadelphia,Philadelphia,364,7.99
69491,27707,Durham,NC,Durham,Durham,365,13.7
62015,11204,New York,NY,New York,Kings,366,34.59
97223,93307,Bakersfield,CA,Bakersfield,Kern,367,12.39
72626,33467,Greenacres,FL,Miami-Fort Lauderdale,Palm Beach,368,12.1
67189,22204,Arlington,VA,Washington,Arlington,369,17.55
66679,20874,Germantown,MD,Washington,Montgomery,370,13.74
74185,37128,Murfreesboro,TN,Nashville,Rutherford,371,13.92
97225,93309,Bakersfield,CA,Bakersfield,Kern,372,13.12
97940,95035,Milpitas,CA,San Jose,Santa Clara,373,29.6
61646,10032,New York,NY,New York,New York,374,25.65
71532,31419,Savannah,GA,Savannah,Chatham,375,11.16
87073,66061,Olathe,KS,Kansas City,Johnson,376,11.39
62030,11219,New York,NY,New York,Kings,377,34.29
66832,21222,Dundalk,MD,Baltimore,Baltimore,378,8.79
84317,60056,Mount Prospect,IL,Chicago,Cook,379,13.07
69487,27703,Durham,NC,Durham,Durham,380,11.82
94871,85282,Tempe,AZ,Phoenix,Maricopa,381,15.34
70377,29223,Columbia,SC,Columbia,Richland,382,9.44
97167,93230,Hanford,CA,Hanford,Kings,383,14.37
89712,72712,Bentonville,AR,Fayetteville,Benton,384,12.99
70482,29445,Goose Creek,SC,Charleston,Berkeley,385,11.52
90645,75043,Garland,TX,Dallas-Fort Worth,Dallas,386,10.88
72460,33157,Village of Palmetto Bay,FL,Miami-Fort Lauderdale,Miami-Dade,387,13.33
96236,90802,Long Beach,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,388,15.8
97745,94538,Fremont,CA,San Francisco,Alameda,389,27.12
74145,37064,Franklin,TN,Nashville,Williamson,390,15.26
99961,98682,Vancouver,WA,Portland,Clark,391,15.6
97748,94541,Hayward,CA,San Francisco,Alameda,392,19.64
97970,95076,Watsonville,CA,Santa Cruz,Santa Cruz,393,17.57
84340,60085,Waukegan,IL,Chicago,Lake,394,7.59
99589,98133,Shoreline,WA,Seattle,King,395,21.93
70056,28601,Hickory,NC,Hickory,Catawba,396,12.03
88757,70726,Denham Springs,LA,Baton Rouge,Livingston,397,
91656,77007,Houston,TX,Houston,Harris,398,12.18
90612,75002,Allen,TX,Dallas-Fort Worth,Collin,399,13.47
96962,92630,Lake Forest,CA,Los Angeles-Long Beach-Anaheim,Orange,400,19.24
97202,93274,Tulare,CA,Visalia,Tulare,401,14.08
71719,31907,Columbus,GA,Columbus,Muscogee,402,9.76
69779,28216,Charlotte,NC,Charlotte,Mecklenburg,403,11.09
74940,38655,Oxford,MS,Oxford,Lafayette,404,11.01
77986,46143,Greenwood,IN,Indianapolis,Johnson,405,10.72
62024,11213,New York,NY,New York,Kings,406,34.12
74214,37167,Smyrna,TN,Nashville,Rutherford,407,13.26
72220,32792,Goldenrod,FL,Orlando,Seminole,408,13.35
96965,92647,Huntington Beach,CA,Los Angeles-Long Beach-Anaheim,Orange,409,20.65
71434,31088,Warner Robins,GA,Warner Robins,Houston,410,10.26
73761,36117,Montgomery,AL,Montgomery,Montgomery,411,10.85
74183,37122,Mount Juliet,TN,Nashville,Wilson,412,14.51
71897,32246,Jacksonville,FL,Jacksonville,Duval,413,12.27
66143,20020,Washington,DC,Washington,District of Columbia,414,13.03
92003,77521,Baytown,TX,Houston,Harris,415,9.66
100157,99208,Spokane,WA,Spokane,Spokane,416,15.25
91732,77083,Mission Bend,TX,Houston,Fort Bend,417,9.84
85866,63021,Ballwin,MO,St. Louis,Saint Louis,418,12.56
62080,11368,New York,NY,New York,Queens,419,23.52
70658,29681,Simpsonville,SC,Greenville,Greenville,420,12.29
69768,28205,Charlotte,NC,Charlotte,Mecklenburg,421,14.69
70984,30253,McDonough,GA,Atlanta,Henry,422,10.78
70513,29485,Summerville,SC,Charleston,Dorchester,423,12.04
96646,92104,San Diego,CA,San Diego,San Diego,424,21.37
96657,92115,San Diego,CA,San Diego,San Diego,425,16.61
96186,90631,La Habra,CA,Los Angeles-Long Beach-Anaheim,Orange,426,18.76
64009,15301,Washington,PA,Pittsburgh,Washington,427,11.43
60368,6516,West Haven,CT,New Haven,New Haven,428,8.99
69489,27705,Durham,NC,Durham,Durham,429,14.37
